N,P,K,temperature,humidity,ph,rainfall,label
13,8,30,27.764,94.7028,6.4234,207.2393,coconut
38,13,29,26.0364,93.1257,6.4053,185.9865,coconut
17,19,35,25.5252,90.2051,5.6937,157.656,coconut
35,28,34,28.1873,94.7897,6.048,140.359,coconut
27,12,31,28.1294,94.4989,5.8633,162.7423,coconut
14,18,31,28.6834,93.0208,6.3949,202.3359,coconut
38,17,29,27.3365,93.433,6.2663,222.3142,coconut
29,24,34,26.5423,91.6551,6.1929,189.8176,coconut
40,6,27,29.766,90.8013,5.6137,190.8126,coconut
19,13,34,28.3668,90.7722,6.4373,174.5468,coconut
34,22,27,27.182,91.2351,6.3721,162.1072,coconut
12,20,28,28.1825,90.7784,5.5118,171.6575,coconut
23,15,28,26.29,90.3924,6.2572,211.6869,coconut
34,18,31,25.4691,94.5974,6.2315,154.3171,coconut
24,15,25,28.1892,90.1184,5.7051,223.6645,coconut
0,29,35,29.535,94.3021,5.7919,140.3919,coconut
21,5,33,28.1659,93.512,5.6079,184.8404,coconut
6,15,25,29.4824,90.243,6.1233,191.7423,coconut
21,19,26,26.0116,94.3604,6.2638,222.3092,coconut
21,17,28,29.1742,91.3834,6.444,188.2717,coconut
12,6,34,25.6463,92.0384,5.6174,181.3782,coconut
28,13,35,27.4243,91.6353,6.3998,201.3193,coconut
20,26,35,26.8882,91.063,6.0418,156.0192,coconut
31,5,33,27.1208,92.9435,5.696,201.866,coconut
32,15,28,25.9434,93.1756,6.3717,211.9276,coconut
8,29,33,28.4606,92.7269,5.6417,216.2714,coconut
8,21,25,27.8724,90.2214,6.4078,227.0268,coconut
8,15,27,28.2893,93.5142,6.0443,211.7092,coconut
33,18,30,25.4639,90.9537,5.9881,162.1839,coconut
35,7,25,25.1181,92.0839,6.1153,191.3349,coconut
39,17,27,27.2837,92.0384,5.9187,179.2538,coconut
22,21,32,29.7168,92.5388,6.1187,146.2953,coconut
7,28,32,26.2162,91.9364,5.878,224.6426,coconut
17,13,29,27.3576,94.1074,6.4847,141.1269,coconut
26,29,30,28.47,93.6719,5.6572,140.2454,coconut
15,11,25,28.5224,94.2405,6.036,220.1808,coconut
34,13,25,26.0534,91.8839,5.5209,161.5087,coconut
9,11,32,27.6574,92.5793,5.5521,159.4502,coconut
36,10,31,25.9694,90.4173,5.9732,140.1506,coconut
0,21,35,25.3296,92.3587,6.0507,176.6624,coconut
37,11,29,25.7149,94.1174,5.5507,224.0063,coconut
35,24,27,27.976,94.4011,6.3664,168.4386,coconut
7,29,30,25.2718,90.9423,5.7525,179.6396,coconut
28,22,30,29.4472,91.3147,6.3119,209.6668,coconut
32,12,34,29.0425,93.0312,5.8652,198.3225,coconut
21,22,30,26.4643,93.6366,5.7431,191.4877,coconut
5,30,35,27.9654,90.8222,5.6933,143.9658,coconut
17,22,26,28.7989,90.065,6.1477,181.7943,coconut
7,28,32,25.0725,92.5477,5.9979,228.8254,coconut
34,23,28,27.722,90.8953,6.0284,186.7178,coconut
3,6,27,27.9261,92.434,6.0815,161.0795,coconut
3,16,34,29.004,92.9476,5.9945,216.7441,coconut
124,50,19,22.1774,76.6401,7.7362,95.0417,cotton
121,36,20,22.3489,83.0196,7.8734,80.9245,cotton
140,49,21,22.9523,82.0791,5.9535,91.7714,cotton
116,49,24,25.6863,76.4504,7.2414,82.8982,cotton
127,43,18,22.8687,77.3212,6.2627,71.283,cotton
128,56,18,24.1934,83.5426,7.6597,61.4536,cotton
101,49,22,24.0728,81.6567,7.1525,78.0099,cotton
120,48,18,22.4474,75.0177,7.3361,95.6508,cotton
130,54,19,24.9763,82.7425,7.6976,91.0849,cotton
106,43,21,23.1398,81.9288,6.7915,94.1034,cotton
117,35,25,24.1487,81.3953,7.826,92.1764,cotton
110,39,24,24.663,83.6012,6.8371,64.9245,cotton
133,51,19,22.7894,82.9227,6.9717,63.5502,cotton
125,60,25,22.3478,81.7663,7.9453,68.1837,cotton
119,47,22,24.6224,80.053,6.2235,97.6746,cotton
121,48,19,24.5492,82.4945,6.4534,80.1256,cotton
138,58,15,22.5047,82.2727,6.072,83.7339,cotton
110,37,19,22.2959,80.0069,7.2118,79.004,cotton
134,59,22,23.3426,76.0764,6.2532,77.3956,cotton
112,44,22,22.1914,79.1602,6.4411,77.7723,cotton
136,55,23,24.8605,75.4387,6.5105,74.7184,cotton
119,41,22,25.8259,80.9035,7.1575,97.8252,cotton
136,54,25,24.8451,78.4078,6.7976,77.1494,cotton
108,41,22,23.3605,80.6513,6.1243,76.5184,cotton
119,42,25,24.6413,75.9568,7.6343,91.0451,cotton
138,49,22,23.4999,76.7953,6.5751,93.541,cotton
104,53,16,25.7435,82.6915,6.6374,67.2692,cotton
138,47,21,25.453,80.1482,7.9411,62.7173,cotton
118,35,16,22.4836,76.3066,6.5457,71.6066,cotton
122,46,16,23.874,82.9816,7.287,81.505,cotton
118,51,25,23.3161,83.872,7.0146,95.3096,cotton
107,41,16,24.1946,82.7535,5.8092,99.7229,cotton
106,50,24,25.1763,78.4239,7.9646,75.5576,cotton
128,43,20,24.7431,84.9464,6.1091,93.2812,cotton
111,57,23,25.5009,75.3072,6.9345,61.1389,cotton
132,44,17,25.0751,82.0669,7.75,98.9864,cotton
113,41,19,24.6743,79.1291,6.7681,81.2973,cotton
116,38,16,25.599,79.097,7.5407,81.7612,cotton
101,37,24,23.1488,84.1075,7.9451,87.3711,cotton
139,40,22,23.9914,75.2329,7.765,66.1456,cotton
117,55,25,23.1923,76.1678,6.6892,71.7556,cotton
116,60,22,24.7769,75.3578,6.2167,81.9931,cotton
136,50,17,23.0368,83.2972,6.762,92.7168,cotton
139,38,21,22.7207,75.8221,5.8027,65.4327,cotton
116,55,15,22.3065,84.7096,6.9574,69.5582,cotton
101,46,15,25.1636,84.0788,7.4503,87.0837,cotton
123,46,18,23.7918,84.8543,6.3687,75.3998,cotton
106,39,17,22.8718,81.4717,6.2358,85.5097,cotton
103,41,20,25.648,75.7707,6.3189,75.6667,cotton
103,39,18,23.5406,83.1091,7.1252,75.6781,cotton
123,54,18,23.6585,80.9736,6.3994,88.3134,cotton
111,36,18,24.8262,75.4986,7.4204,63.9027,cotton
127,48,24,25.3483,82.1825,6.344,81.6513,cotton
127,38,19,22.9884,80.3069,7.9684,88.8906,cotton
110,44,17,24.9872,84.5986,6.2741,66.1283,cotton
107,40,24,22.1221,77.8712,7.3532,96.6997,cotton
137,54,23,24.3351,80.186,6.8643,84.7316,cotton
104,55,21,24.6626,82.2945,6.2775,61.0244,cotton
125,41,20,25.5435,80.6477,6.3791,66.0683,cotton
116,36,25,23.5428,79.2026,6.649,96.9671,cotton
122,58,20,22.8211,84.7256,6.3189,74.2687,cotton
130,54,17,24.148,82.4402,6.19,68.8384,cotton
138,58,17,22.0208,83.0097,7.8275,67.3408,cotton
120,55,17,25.4102,81.4504,6.6973,76.2693,cotton
137,59,17,24.7374,79.1457,6.9796,61.7821,cotton
127,51,15,23.4201,78.2613,7.9257,63.4962,cotton
138,38,15,25.2025,84.5685,7.0759,70.3101,cotton
106,40,25,25.9213,83.2464,7.5205,94.0092,cotton
111,40,22,24.326,76.4092,7.4875,92.3772,cotton
123,49,25,25.5955,77.4719,6.4351,78.6654,cotton
103,48,18,22.3522,77.5901,6.973,62.2316,cotton
107,40,24,23.5608,75.6768,6.6659,67.3871,cotton
100,47,15,22.8004,77.6956,7.4039,93.3852,cotton
102,40,17,22.0488,81.8465,6.1193,79.8444,cotton
129,46,25,25.0943,83.5603,7.6155,79.0458,cotton
117,42,22,25.2594,80.6284,7.3386,74.3065,cotton
101,43,20,22.4513,82.6423,6.9982,73.351,cotton
112,54,21,25.5246,78.2852,6.4921,73.9122,cotton
101,35,20,23.721,82.1394,7.6403,85.3591,cotton
114,39,15,22.4655,81.5988,6.1212,60.5111,cotton
113,47,21,25.0137,77.0538,6.8297,60.186,cotton
125,42,16,23.7322,76.3781,6.7413,69.183,cotton
100,60,22,22.7244,84.0478,7.3885,61.0217,cotton
122,48,19,23.4585,78.9124,7.5799,78.2359,cotton
129,60,16,24.5364,82.9,6.0021,94.3222,cotton
124,48,18,25.2674,83.2532,7.0592,93.5999,cotton
109,40,22,23.9634,81.1706,6.7179,96.6071,cotton
136,58,16,23.5649,77.9361,6.991,93.3668,cotton
100,36,20,25.5809,84.5176,6.3503,71.0455,cotton
124,53,22,22.1797,81.1138,6.3925,74.2073,cotton
103,41,16,22.8067,80.1567,7.5658,73.5371,cotton
107,38,25,24.1344,84.5446,6.5063,69.4349,cotton
120,36,16,24.6619,75.2732,6.9012,99.0161,cotton
127,55,21,24.4827,83.5532,6.0533,91.9953,cotton
102,59,21,23.6642,83.3445,7.2479,99.2094,cotton
104,39,25,25.5447,75.672,5.9845,78.9739,cotton
132,54,22,24.4593,79.4037,6.0862,88.9329,cotton
130,50,16,24.3519,84.8624,6.7137,62.7223,cotton
115,46,15,24.5635,79.6809,7.8568,96.1905,cotton
128,51,24,23.5793,78.2173,7.6603,99.8914,cotton
100,35,37,23.1322,78.491,6.7511,156.0237,jute
87,46,37,26.9767,74.7356,6.2573,176.2533,jute
83,57,38,25.3182,80.9477,6.3483,194.9085,jute
69,35,45,25.6343,77.1495,6.7778,189.9756,jute
70,54,40,23.2469,78.6699,6.984,160.4066,jute
83,54,42,25.9219,83.9559,6.0037,190.5383,jute
73,51,40,25.6527,71.3855,6.3791,169.2512,jute
65,43,44,26.4537,71.8141,6.247,188.5131,jute
64,40,41,23.6745,86.6245,6.635,169.8304,jute
90,50,38,26.2672,77.2928,6.1282,164.4407,jute
89,49,40,26.4662,84.6314,6.8715,180.361,jute
73,58,45,26.1621,81.739,6.8607,160.3346,jute
93,45,41,26.3435,86.8536,6.774,175.3363,jute
66,59,44,25.3039,79.1268,6.0987,154.3619,jute
90,42,42,24.4404,88.6234,6.8743,164.889,jute
60,52,42,26.2218,85.6443,6.4057,196.318,jute
97,50,36,23.964,85.938,6.5128,192.4566,jute
85,35,42,23.9872,84.3709,6.8919,202.3866,jute
65,50,37,23.8029,88.1069,6.0179,166.8318,jute
89,46,38,24.4355,88.6096,6.5966,188.6381,jute
81,43,40,26.116,74.7754,6.3291,183.6794,jute
95,55,43,24.175,80.9172,6.3356,162.6638,jute
89,41,37,24.0145,80.3634,6.5657,184.6295,jute
70,45,41,25.8793,71.1489,6.2386,178.4992,jute
99,58,45,25.5649,86.9443,6.9679,150.0236,jute
76,40,36,24.5456,75.6943,6.4303,155.9837,jute
70,60,38,24.5276,71.0594,6.8174,182.7565,jute
60,37,45,25.0333,82.0597,6.0941,199.2294,jute
65,48,42,24.7667,82.4716,6.9576,171.5379,jute
88,53,45,24.316,82.3885,6.9349,199.7218,jute
68,46,41,25.2405,83.6045,6.327,201.9982,jute
85,58,41,26.9916,76.593,6.5494,203.2107,jute
83,58,41,24.3421,82.8416,6.1505,170.345,jute
98,49,41,23.5595,70.3252,6.2588,163.105,jute
79,55,45,24.5853,84.365,6.2259,159.9055,jute
82,44,38,24.7122,71.7377,6.2003,188.8165,jute
83,48,42,23.7941,73.6161,6.0731,179.1831,jute
69,49,42,24.2851,87.5847,6.3551,202.942,jute
78,38,39,23.4518,82.1276,6.6831,154.2318,jute
69,47,35,25.6284,85.0571,6.9431,173.8994,jute
87,42,42,24.1507,86.2222,6.3774,193.6424,jute
71,46,40,26.8417,83.4628,6.5433,191.6138,jute
88,59,35,23.4075,86.7038,6.5648,188.6305,jute
72,59,35,26.2834,87.5255,6.2221,176.2348,jute
88,44,38,26.3471,87.6843,6.7102,192.1488,jute
95,43,45,24.2486,87.4348,6.7331,164.9054,jute
66,35,40,25.4122,81.5567,6.3849,195.6785,jute
70,38,37,26.8315,87.7534,6.7483,167.8096,jute
65,40,42,25.6847,89.3957,6.111,175.8037,jute
64,60,35,24.9433,79.377,6.9906,197.753,jute
78,50,39,23.9252,82.9847,6.0554,152.4053,jute
97,53,45,23.3363,89.2614,6.9809,155.8287,jute
81,38,45,24.674,86.9533,6.5406,152.0412,jute
96,56,35,23.7219,76.8102,6.2646,174.5314,jute
86,42,44,26.9841,83.4467,6.147,200.3893,jute
99,58,39,24.6252,89.9988,6.0001,176.6298,jute
88,35,42,26.2463,80.5382,6.2981,197.3312,jute
78,51,36,25.138,87.4731,6.0685,182.4395,jute
86,55,40,24.4591,75.9512,6.4546,160.0982,jute
71,51,45,25.5516,77.4268,6.3321,182.874,jute
75,47,38,25.7014,85.1879,6.6308,200.5561,jute
63,51,42,26.9345,84.2532,6.0023,150.4192,jute
85,46,39,23.2363,83.1841,6.2857,185.3444,jute
62,42,40,26.6131,79.632,6.0726,196.9774,jute
70,60,45,24.2168,73.7779,6.9854,172.9253,jute
75,52,37,23.4873,79.2404,6.8468,152.3048,jute
61,47,37,25.5648,87.3222,6.206,199.591,jute
94,58,38,26.2484,84.8159,6.0124,171.0958,jute
77,35,39,23.9851,75.283,6.6998,161.4562,jute
93,51,38,25.9218,83.978,6.2,170.7517,jute
71,55,40,26.4446,89.3176,6.1365,181.7218,jute
64,35,43,26.3779,82.5331,6.1243,177.9645,jute
80,53,36,25.0624,73.5712,6.0513,203.5402,jute
80,35,44,26.8314,86.0129,6.4127,189.7465,jute
77,47,37,23.1652,86.417,6.9056,177.2024,jute
70,36,44,26.2268,74.2805,6.6134,160.6205,jute
63,49,42,24.3599,76.1368,6.3169,174.1644,jute
71,51,35,23.1557,88.7632,6.1078,203.467,jute
81,49,42,26.7262,83.1446,6.1444,204.4576,jute
67,38,43,23.2399,81.4031,6.7987,197.6672,jute
93,59,38,25.5207,77.6106,6.925,192.6586,jute
77,50,36,23.1255,88.9465,6.6176,190.8879,jute
95,35,35,23.3027,79.8585,6.213,176.5633,jute
86,39,45,24.3904,81.0494,6.659,204.224,jute
82,46,44,25.9726,70.3782,6.8702,197.191,jute
93,52,41,23.1153,77.6841,6.1868,163.7778,jute
66,56,39,25.2636,86.6615,6.2712,194.4582,jute
80,48,45,24.5955,78.4369,6.8856,180.8095,jute
63,51,39,26.1544,83.4987,6.4249,181.1635,jute
91,55,39,23.513,78.7246,6.0638,166.9542,jute
62,45,41,23.313,79.3329,6.3725,173.0655,jute
73,60,38,26.1081,80.3597,6.9535,152.8493,jute
72,37,42,23.942,81.7413,6.0638,191.6756,jute
61,35,35,24.6466,89.1578,6.0402,154.3988,jute
71,51,37,26.3241,71.5768,6.4663,161.3185,jute
64,44,39,26.869,72.5918,6.721,155.1211,jute
74,57,41,25.9956,83.8352,6.3587,180.5933,jute
63,50,44,23.5915,88.1795,6.6348,151.6451,jute
80,44,37,26.279,81.8637,6.7648,184.8716,jute
65,55,39,24.7535,89.9972,6.5097,150.8968,jute
98,34,29,24.3134,68.6198,6.916,173.1019,coffee
82,38,34,23.5453,68.1566,6.0477,193.4168,coffee
94,23,33,23.6373,53.2025,6.6747,163.881,coffee
93,32,32,24.2785,53.429,6.6993,194.7331,coffee
115,17,29,25.8419,51.9216,6.4942,185.9223,coffee
113,16,25,24.3603,52.1368,6.2834,149.694,coffee
92,25,30,24.0471,58.3265,6.8778,159.6924,coffee
81,25,29,25.5244,66.6158,6.2753,191.4636,coffee
115,19,26,27.8114,59.1037,6.8052,167.2642,coffee
99,34,35,23.4552,59.1499,6.9628,198.7189,coffee
107,15,31,27.887,58.7469,6.5898,175.5118,coffee
112,40,34,24.789,64.3881,6.3505,187.8114,coffee
85,40,35,24.6647,58.3628,6.3879,181.4232,coffee
115,27,26,23.0478,68.4569,6.41,155.4353,coffee
82,30,30,23.87,69.4089,6.3469,193.9576,coffee
96,26,34,27.7042,53.3756,6.3076,146.7329,coffee
111,29,33,27.49,60.7836,6.9621,151.6846,coffee
89,29,30,23.9425,64.1561,6.1834,159.9098,coffee
117,35,30,26.5453,52.5489,6.6712,155.3926,coffee
106,29,27,24.53,55.202,6.8624,161.2397,coffee
90,23,32,23.7644,67.013,6.2182,141.8833,coffee
104,18,25,25.7607,63.2848,6.746,180.0634,coffee
97,24,34,23.6813,61.5102,6.8141,164.0419,coffee
95,32,32,27.6795,69.4049,6.0554,155.9449,coffee
89,26,28,27.7113,60.8066,6.288,171.321,coffee
113,31,35,26.1593,66.2959,6.9193,156.4131,coffee
107,22,30,26.2521,65.4465,6.1366,167.4585,coffee
88,27,31,26.9928,58.1291,6.4154,198.0649,coffee
118,25,33,26.1992,58.4883,6.5378,193.6259,coffee
105,22,30,23.6761,50.0133,6.2287,194.7601,coffee
94,16,31,23.9896,62.0663,6.0632,169.6007,coffee
86,19,30,26.1778,59.0758,6.662,151.2679,coffee
93,20,30,24.6521,67.0576,6.7364,195.845,coffee
119,40,28,24.8667,54.4061,6.9576,150.2444,coffee
98,37,33,24.5857,67.3982,6.6014,163.1823,coffee
117,25,31,27.0525,61.4575,6.9988,193.7665,coffee
117,23,29,26.8121,65.7259,6.6061,167.9536,coffee
96,30,31,23.6084,52.5464,6.1915,163.4159,coffee
86,28,25,24.432,60.3856,6.6021,166.1005,coffee
96,29,34,26.4422,69.561,6.4213,141.1277,coffee
80,29,29,25.526,69.8072,6.1132,148.7342,coffee
111,15,25,27.4195,69.0052,6.5792,149.8288,coffee
82,32,33,23.9033,61.2604,6.5556,180.3316,coffee
105,32,28,26.6726,55.1938,6.876,159.0483,coffee
85,39,29,26.6381,69.9425,6.1187,150.2555,coffee
113,38,34,24.6062,68.9087,6.3183,160.6489,coffee
107,27,26,27.0024,66.327,6.8765,182.2454,coffee
103,19,28,26.2114,68.7939,6.3797,191.1722,coffee
91,28,34,24.695,54.0042,6.6278,141.7435,coffee
82,20,32,25.2229,62.523,6.2788,162.7586,coffee
114,40,25,27.7625,54.6923,6.0824,182.395,coffee
97,22,33,24.2031,69.2271,6.7662,160.1581,coffee
91,19,25,24.0929,56.8165,6.7017,198.9788,coffee
90,17,28,27.9419,67.8658,6.3826,141.8055,coffee
116,30,28,25.9208,53.9866,6.1391,191.0676,coffee
108,24,35,23.5863,69.4858,6.0863,171.4734,coffee
102,16,30,23.1524,50.256,6.0677,162.8593,coffee
97,25,30,27.945,61.5135,6.7751,190.043,coffee
90,40,35,25.2235,69.6245,6.7588,169.1233,coffee
96,19,32,23.0979,56.541,6.3837,188.1376,coffee
83,27,26,23.6605,67.1158,6.6943,149.4839,coffee
81,18,29,25.5255,58.8404,6.9978,143.6077,coffee
110,36,31,24.7047,54.769,6.9929,156.8662,coffee
103,22,29,25.864,54.0495,6.8726,159.953,coffee
89,23,33,26.8477,55.7187,6.0283,182.7616,coffee
82,18,32,23.4551,60.3948,6.4992,145.2961,coffee
110,30,31,25.5158,51.0092,6.4562,199.0583,coffee
83,34,25,25.4762,55.001,6.4248,165.5727,coffee
118,24,32,26.1497,55.1764,6.5327,158.5029,coffee
84,38,32,25.9814,69.8366,6.8712,158.4318,coffee
110,37,33,24.219,59.6907,6.5025,185.6389,coffee
120,30,28,24.5109,59.3593,6.8473,172.475,coffee
112,26,29,26.4706,51.3995,6.5755,160.9535,coffee
98,19,32,24.8337,54.5957,6.9638,163.5394,coffee
90,17,31,27.8992,66.4855,6.4083,163.2349,coffee
117,28,27,23.9583,62.7363,6.6296,159.9255,coffee
87,15,26,23.7887,64.6008,6.7563,193.2647,coffee
103,39,32,27.3611,64.0195,6.1393,143.9651,coffee
106,20,31,26.6138,65.3814,6.5661,167.956,coffee
111,19,27,27.4166,57.217,6.2248,140.1326,coffee
102,24,28,27.9335,68.4315,6.2206,141.787,coffee
103,38,26,27.3489,58.9969,6.561,180.5711,coffee
91,21,34,26.5343,67.2648,6.0804,142.9052,coffee
120,24,28,25.5004,58.4508,6.0358,168.2792,coffee
95,16,33,26.3662,59.9709,6.7751,154.8127,coffee
82,25,27,24.5755,59.7822,6.0015,192.258,coffee
120,26,30,26.1706,66.129,6.6963,190.1151,coffee
91,35,31,27.384,59.1691,6.5159,179.0489,coffee
101,27,29,26.1641,69.0681,6.7351,155.9663,coffee
84,34,28,27.4929,58.7204,6.413,160.0708,coffee
120,34,26,27.7379,65.402,6.9123,153.8796,coffee
91,27,25,25.9938,65.0218,6.2945,187.9681,coffee
109,35,26,24.1433,52.9611,6.7625,143.6321,coffee
109,34,25,24.8486,68.4707,6.5,177.6083,coffee
87,21,30,26.8259,58.1021,6.9217,155.2613,coffee
93,15,35,27.7208,58.9554,6.0583,182.6239,coffee
81,39,33,26.8727,50.9269,6.1028,149.9731,coffee
117,22,25,26.8709,64.5609,6.0537,190.8216,coffee
88,17,28,27.6333,65.4369,6.2007,187.5897,coffee
86,34,25,25.9206,55.6654,6.4943,194.8927,coffee
